Time Flux
0.0 12.0
0.29848484848484846 12.371662455660328
0.5969696969696969 12.690079011482112
0.8954545454545454 12.909631995354518
1.1939393939393939 12.998867339183008
1.4924242424242422 12.945000818714668
1.7909090909090908 12.755749574354258
2.0893939393939394 12.458226521727411
2.3878787878787877 12.095056043304183
2.686363636363636 11.71826744315857
2.9848484848484844 11.381841013779395
3.283333333333333 11.133974596215563
3.5818181818181816 11.010178558119067
3.88030303030303 11.028188431676458
4.178787878787879 11.185424047949665
4.477272727272727 11.459359182544402
4.775757575757575 11.81074875563959
5.074242424242424 12.18925124436041
5.372727272727272 12.540640817455596
5.671212121212121 12.814575952050335
5.969696969696969 12.971811568323542
6.268181818181818 12.989821441880933
6.566666666666666 12.86602540378444
6.865151515151514 12.618158986220605
7.163636363636363 12.28173255684143
7.462121212121212 11.904943956695817
7.76060606060606 11.54177347827259
8.059090909090909 11.244250425645742
8.357575757575757 11.054999181285332
8.656060606060606 11.001132660816992
8.954545454545453 11.09036800464548
9.253030303030302 11.309920988517888
9.55151515151515 11.628337544339672
9.85 12.0
10.148484848484848 12.371662455660328
10.446969696969695 12.69007901148211
10.745454545454544 12.909631995354518
11.043939393939393 12.998867339183008
11.342424242424242 12.945000818714668
11.64090909090909 12.755749574354258
11.939393939393938 12.458226521727413
12.237878787878786 12.095056043304185
12.536363636363635 11.718267443158572
12.834848484848484 11.381841013779395
13.133333333333333 11.133974596215563
13.431818181818182 11.010178558119067
13.730303030303029 11.028188431676458
14.028787878787877 11.185424047949663
14.327272727272726 11.459359182544402
14.625757575757575 11.810748755639588
14.924242424242424 12.18925124436041
15.22272727272727 12.540640817455593
15.52121212121212 12.814575952050335
15.819696969696968 12.97181156832354
16.118181818181817 12.989821441880933
16.416666666666664 12.866025403784441
16.715151515151515 12.618158986220607
17.013636363636362 12.281732556841432
17.312121212121212 11.904943956695817
17.61060606060606 11.54177347827259
17.909090909090907 11.244250425645744
18.207575757575757 11.054999181285332
18.506060606060604 11.001132660816992
18.804545454545455 11.090368004645482
19.1030303030303 11.309920988517886
19.40151515151515 11.62833754433967
19.7 11.999999999999998
19.998484848484846 12.371662455660326
20.296969696969697 12.690079011482112
20.595454545454544 12.909631995354518
20.89393939393939 12.998867339183008
21.19242424242424 12.945000818714668
21.49090909090909 12.75574957435426
21.78939393939394 12.458226521727411
22.087878787878786 12.095056043304185
22.386363636363633 11.718267443158577
22.684848484848484 11.381841013779395
22.98333333333333 11.133974596215564
23.28181818181818 11.010178558119067
23.58030303030303 11.028188431676456
23.878787878787875 11.18542404794966
24.177272727272726 11.459359182544402
24.475757575757573 11.810748755639585
24.774242424242424 12.18925124436041
25.07272727272727 12.540640817455593
25.37121212121212 12.814575952050333
25.669696969696968 12.971811568323542
25.968181818181815 12.989821441880933
26.266666666666666 12.866025403784441
26.565151515151513 12.618158986220607
26.863636363636363 12.28173255684143
27.16212121212121 11.904943956695822
27.460606060606057 11.541773478272592
27.759090909090908 11.244250425645742
28.057575757575755 11.054999181285334
28.356060606060606 11.001132660816992
28.654545454545453 11.090368004645482
28.9530303030303 11.309920988517884
29.25151515151515 11.628337544339669
29.549999999999997 11.999999999999998
