Time Flux
0.0 12.0
0.24242424242424243 12.371662455660328
0.48484848484848486 12.690079011482112
0.7272727272727273 12.909631995354518
0.9696969696969697 12.998867339183008
1.2121212121212122 12.945000818714668
1.4545454545454546 12.755749574354258
1.696969696969697 12.458226521727411
1.9393939393939394 12.095056043304183
2.1818181818181817 11.71826744315857
2.4242424242424243 11.381841013779395
2.666666666666667 11.13397459621556
2.909090909090909 11.010178558119067
3.1515151515151514 11.028188431676458
3.393939393939394 11.185424047949665
3.6363636363636367 11.459359182544402
3.878787878787879 11.81074875563959
4.121212121212121 12.18925124436041
4.363636363636363 12.540640817455596
4.606060606060606 12.814575952050337
4.848484848484849 12.971811568323542
5.090909090909091 12.989821441880933
5.333333333333334 12.866025403784437
5.575757575757576 12.618158986220605
5.818181818181818 12.28173255684143
6.0606060606060606 11.904943956695817
6.303030303030303 11.54177347827259
6.545454545454546 11.244250425645742
6.787878787878788 11.054999181285332
7.03030303030303 11.001132660816992
7.272727272727273 11.090368004645482
7.515151515151516 11.309920988517888
7.757575757575758 11.628337544339672
8.0 12.0
8.242424242424242 12.371662455660328
8.484848484848484 12.69007901148211
8.727272727272727 12.909631995354518
8.96969696969697 12.998867339183008
9.212121212121213 12.945000818714668
9.454545454545455 12.755749574354258
9.696969696969697 12.45822652172741
9.93939393939394 12.095056043304183
10.181818181818182 11.71826744315857
10.424242424242424 11.381841013779395
10.666666666666668 11.13397459621556
10.90909090909091 11.010178558119067
11.151515151515152 11.028188431676458
11.393939393939394 11.185424047949665
11.636363636363637 11.459359182544402
11.878787878787879 11.810748755639588
12.121212121212121 12.18925124436041
12.363636363636363 12.540640817455596
12.606060606060606 12.814575952050335
12.84848484848485 12.971811568323542
13.090909090909092 12.989821441880933
13.333333333333334 12.86602540378444
13.575757575757576 12.618158986220607
13.818181818181818 12.281732556841428
14.06060606060606 11.904943956695817
14.303030303030303 11.54177347827259
14.545454545454547 11.244250425645742
14.787878787878789 11.05499918128533
15.030303030303031 11.001132660816992
15.272727272727273 11.090368004645482
15.515151515151516 11.309920988517886
15.757575757575758 11.628337544339672
16.0 11.999999999999998
16.242424242424242 12.371662455660326
16.484848484848484 12.690079011482112
16.727272727272727 12.909631995354518
16.96969696969697 12.998867339183008
17.21212121212121 12.94500081871467
17.454545454545453 12.75574957435426
17.6969696969697 12.458226521727408
17.93939393939394 12.095056043304181
18.181818181818183 11.71826744315857
18.424242424242426 11.381841013779393
18.666666666666668 11.13397459621556
18.90909090909091 11.010178558119067
19.151515151515152 11.028188431676458
19.393939393939394 11.185424047949665
19.636363636363637 11.459359182544402
19.87878787878788 11.810748755639587
20.12121212121212 12.18925124436041
20.363636363636363 12.540640817455596
20.606060606060606 12.814575952050333
20.848484848484848 12.971811568323542
21.09090909090909 12.989821441880933
21.333333333333336 12.866025403784437
21.575757575757578 12.618158986220601
21.81818181818182 12.28173255684143
22.060606060606062 11.904943956695815
22.303030303030305 11.541773478272592
22.545454545454547 11.244250425645742
22.78787878787879 11.05499918128533
23.03030303030303 11.001132660816992
23.272727272727273 11.090368004645482
23.515151515151516 11.30992098851789
23.757575757575758 11.628337544339669
24.0 11.999999999999998
