Time Flux
0.006475546106309793 11.750617602991126
0.21990311344312424 12.50115218221096
0.2945928295951876 12.536467601055984
0.32237161187132085 11.974901388601879
0.34549500999643656 12.304220827328182
0.4354447399469387 12.685747465734513
0.7219381548502397 12.948094996525004
0.853718623210997 12.482167737952317
0.9723309326805347 12.938663160606477
1.0374515460650993 13.273482511479967
1.1032797083952641 12.72314247619348
1.4718769044672952 13.14466901812501
1.4902878004906146 13.312513763076202
1.511927782919232 13.0487394847469
1.626719402073947 12.482380190916864
1.7278896038234657 13.214183910902065
1.7404727823429371 12.41593924039901
2.014373696657158 12.447361196736697
2.2642624681594916 11.871577620752522
3.033602871110488 11.75138398579368
3.6246259874753584 10.824246106654774
3.857432628971464 10.602095696672555
4.468026448968232 11.91752831006209
4.552131662837128 11.709348675993478
4.79485423983224 11.969885240723002
4.875250784200993 12.047970062957301
5.306962800299697 12.809430199620163
5.832949770781396 13.0040822721381
6.390649578034341 13.005036516496121
6.781001524361163 12.367446950172235
7.969433310613607 11.232028331528394
8.00041721270063 11.733307192894008
8.01628425013738 11.165195881535707
8.157222785137586 11.23011851528447
8.239711264002082 10.70017150398093
8.27154532016353 11.022568984001287
9.195284517880843 11.246252930511393
9.369183392934818 11.697159920057048
9.433152879579545 11.467650402441954
9.503519282796034 11.681644915461803
9.851253336824511 11.674140576282259
10.055418881207116 12.666278734887504
10.152598159968838 12.78655288241988
10.338802981442562 12.1166719782433
10.84182591124061 13.06681332863307
11.073262609460219 13.028051502613769
11.397209976556452 12.7520223578594
11.46142960168591 13.152560131204176
11.786875734318023 12.332823499443213
11.847774410609931 12.673223406598835
11.938602164491622 12.43376529238746
12.109625133101542 12.329268133364371
12.117012606733416 12.069697514045936
12.17609266895465 11.996028683364859
12.291972994019455 11.597361138177073
13.325805647086382 11.27990534907767
13.35111004462132 10.561519907233256
13.573910961937013 11.18877221879644
14.16357908175037 11.103572664521351
14.664267047076205 11.464291727586735
15.14964936965552 12.252691325116691
15.470014108821351 12.563330450384312
15.775957098996678 12.726333222827547
16.031166817429675 12.538930300783075
16.116810201428017 12.80347222507539
16.34240610697108 13.102254822023594
16.94641223154001 12.399880218198806
17.00626715724251 12.583321425146504
17.280513171872137 12.063115265516458
18.024498518793056 11.358114371962891
18.242277183076485 11.066160930143472
18.55472320723639 10.768864756572103
18.84080998401092 11.320654686369965
19.384758030567237 11.296413048582789
19.687793414877532 12.293028535373013
19.719442652854237 11.655917090226042
19.826037132547416 11.704874956484513
19.85435750562548 12.635112250428334
20.039460566883957 12.58468926901329
20.349735148855093 12.498271028098237
20.850144738790554 12.87505715717225
20.910246315127605 13.42004939817221
20.976712510338288 13.085835262822332
21.29136048379355 13.214685759799302
21.444296159479162 13.038542577895592
21.739212733624935 12.101139799648305
21.945519017883264 12.075428037627397
21.968241828055383 12.42254736919243
22.990595794641308 10.843062743455093
23.087363998283195 11.211906580889648
23.919780688453393 11.591652438737675
24.023046861405394 10.837387658637645
24.1814844874943 11.865798017409713
24.719816564519764 12.02430232745193
25.15412481860276 12.23798830287922
25.285006264453855 13.04255059211992
25.545106342091238 12.9912964901021
25.60585168600336 12.622447320870826
25.80799630936221 12.974052342368871
25.98283916875779 12.584965467845183
26.09286250681499 12.982413450739626
26.15558193640753 12.896249724641578
26.635941435800387 12.105365585424078
26.70453249791985 12.683148600572773
26.79388913662432 12.093866664532047
27.6455455421956 11.276911232147684
27.797584314350942 11.359009561138734
28.04644369787114 10.685526074847722
28.292619823615826 11.126457187587308
28.633719853002678 11.221760543542288
29.006191073532996 11.55974100378495
29.146370713905505 11.145230519400865
29.319037641821037 11.953323412593896
29.636898387370874 12.167469431977924
29.762585884335557 12.285184400971085
30.083394885632437 13.05068328427973
30.65015006283076 12.843277957345496
31.258607008239956 12.420608779143532
32.32177757866183 11.969043476341302
32.891156981387134 10.73785815316385
33.23897207938056 11.039694213945845
