Time Flux
0.49134468720578905 12.58659218984369
1.3581063199045222 12.986932474540291
1.6876901442815389 12.835192110204273
2.715810618751398 11.682428777413215
3.1299062013187955 11.247757310434045
4.140101747669639 11.157799014774788
4.794876306731577 11.8347530669117
5.611115085121937 12.767753424538427
5.993368444844331 12.978487159544446
6.21766918125116 12.99693166270932
8.450012535504356 11.023081419034051
8.793158851136496 11.024652546298434
10.23205718852294 12.468346580435245
10.39487350816827 12.640489330798015
12.854325661460004 11.362501637967632
16.1424907241374 12.984932627680136
16.483819833411257 12.820065410461556
18.614050939667752 11.017132081919955
18.73724754360716 11.058096135796745
20.28875881192572 12.68246000796071
20.745707690716923 12.97211475998814
20.75684904137078 12.975349675637847
22.802683297260234 11.271089628532998
23.718770668898497 11.084743751322726
23.735747869708348 11.093683576167148
26.28396762390215 12.854779301394919
26.642266339639608 12.537961818935946
26.944213521595714 12.181784727681944
30.99956346379462 12.96146378563904
32.41623316548665 11.507402368638234
33.445707905593544 11.03300920838757
33.69618192591606 11.162006566130062
34.180929408935484 11.633571600997257
35.0172077414004 12.637873841061644
35.679661944299006 12.99942476038144
35.87624081729737 12.976575767815618
36.02711020606264 12.917381714576566
37.113861202983216 11.776896583164511
37.39962476685847 11.44399915223248
37.7391969110831 11.146438331548861
38.10383226131822 11.003427644566317
38.516246846817545 11.09667058205923
39.45637204232112 12.071855987534057
39.81367883287739 12.503599871668825
42.60306146616242 11.189626783278971
43.193898677632994 11.008151111408353
43.35254440175786 11.054010514890667
44.05208632811633 11.658816106578545
46.19587105039686 12.68513180798448
48.22118094583664 11.033163161134667
